short_name,age,nationality_name,overall,potential,club_name,value_eur,wage_eur,player_positions,player_face_url
Palhinha,25,Portugal,82,87,Sporting CP,41000000.0,18000.0,CDM,https://cdn.sofifa.net/players/229/391/22_120.png
N. Süle,25,Germany,82,87,FC Bayern München,40500000.0,78000.0,CB,https://cdn.sofifa.net/players/212/190/22_120.png
P. Gollini,26,Italy,82,87,Tottenham Hotspur,35000000.0,48000.0,GK,https://cdn.sofifa.net/players/211/515/22_120.png
D. Livaković,26,Croatia,82,87,Dinamo Zagreb,35000000.0,1000.0,GK,https://cdn.sofifa.net/players/241/671/22_120.png
A. Isak,21,Sweden,82,86,Real Sociedad,45000000.0,37000.0,ST,https://cdn.sofifa.net/players/233/731/22_120.png
Y. En-Nesyri,24,Morocco,82,86,Sevilla FC,44000000.0,37000.0,ST,https://cdn.sofifa.net/players/235/410/22_120.png
Fabián,25,Spain,82,86,Napoli,42000000.0,77000.0,CM,https://cdn.sofifa.net/players/226/271/22_120.png
B. Chilwell,24,England,82,86,Chelsea,40500000.0,100000.0,LWB,https://cdn.sofifa.net/players/229/984/22_120.png
C. Lenglet,26,France,82,86,FC Barcelona,37500000.0,145000.0,CB,https://cdn.sofifa.net/players/220/440/22_120.png
Unai Simón,24,Spain,82,86,Athletic Club de Bilbao,34500000.0,24000.0,GK,https://cdn.sofifa.net/players/230/869/22_120.png
J. Maddison,24,England,82,85,Leicester City,41500000.0,100000.0,CAM,https://cdn.sofifa.net/players/220/697/22_120.png
L. Bailey,23,Jamaica,82,85,Aston Villa,41500000.0,75000.0,RM,https://cdn.sofifa.net/players/229/906/22_120.png
Saúl,26,Spain,82,85,Chelsea,39500000.0,68000.0,CM,https://cdn.sofifa.net/players/208/421/22_120.png
Grimaldo,25,Spain,82,85,SL Benfica,37000000.0,18000.0,LB,https://cdn.sofifa.net/players/210/035/22_120.png
T. Souček,26,Czech Republic,82,85,West Ham United,36000000.0,81000.0,CDM,https://cdn.sofifa.net/players/236/792/22_120.png
Mario Hermoso,26,Spain,82,85,Atlético de Madrid,35500000.0,62000.0,CB,https://cdn.sofifa.net/players/229/668/22_120.png
D. Dumfries,25,Netherlands,82,84,Inter,35000000.0,100000.0,RB,https://cdn.sofifa.net/players/233/096/22_120.png
Diego Carlos,28,Brazil,82,84,Sevilla FC,30500000.0,37000.0,CB,https://cdn.sofifa.net/players/219/693/22_120.png
A. Areola,28,France,82,84,West Ham United,26000000.0,75000.0,GK,https://cdn.sofifa.net/players/193/105/22_120.png
Anderson Talisca,27,Brazil,82,83,Al Nassr,35500000.0,61000.0,CF,https://cdn.sofifa.net/players/212/523/22_120.png
H. Çalhanoğlu,27,Turkey,82,83,Inter,35000000.0,115000.0,CAM,https://cdn.sofifa.net/players/208/128/22_120.png
E. Can,27,Germany,82,83,Borussia Dortmund,35000000.0,72000.0,CM,https://cdn.sofifa.net/players/208/333/22_120.png
R. De Paul,27,Argentina,82,83,Atlético de Madrid,35000000.0,68000.0,CM,https://cdn.sofifa.net/players/212/616/22_120.png
A. Romagnoli,26,Italy,82,83,AC Milan,31500000.0,49000.0,CB,https://cdn.sofifa.net/players/210/413/22_120.png
J. Veretout,28,France,82,83,Roma,29500000.0,66000.0,CDM,https://cdn.sofifa.net/players/201/519/22_120.png
A. Lopes,30,Portugal,82,83,Olympique Lyonnais,23000000.0,60000.0,GK,https://cdn.sofifa.net/players/199/482/22_120.png
D. Berardi,26,Italy,82,82,U.S. Sassuolo Calcio,33500000.0,51000.0,RW,https://cdn.sofifa.net/players/210/935/22_120.png
Suso,27,Spain,82,82,Sevilla FC,32500000.0,42000.0,RW,https://cdn.sofifa.net/players/202/651/22_120.png
A. Rebić,27,Croatia,82,82,AC Milan,32500000.0,54000.0,LM,https://cdn.sofifa.net/players/220/018/22_120.png
W. Zaha,28,Côte d'Ivoire,82,82,Crystal Palace,31000000.0,85000.0,CF,https://cdn.sofifa.net/players/198/717/22_120.png
J. Corona,28,Mexico,82,82,FC Porto,30500000.0,22000.0,RM,https://cdn.sofifa.net/players/193/165/22_120.png
Campaña,28,Spain,82,82,Levante Unión Deportiva,30500000.0,43000.0,CM,https://cdn.sofifa.net/players/199/823/22_120.png
T. Hazard,28,Belgium,82,82,Borussia Dortmund,30500000.0,75000.0,LM,https://cdn.sofifa.net/players/203/486/22_120.png
Rafa,28,Portugal,82,82,SL Benfica,30500000.0,22000.0,RM,https://cdn.sofifa.net/players/216/547/22_120.png
Oscar,29,Brazil,82,82,Shanghai Port FC,30000000.0,38000.0,CAM,https://cdn.sofifa.net/players/188/152/22_120.png
Coutinho,29,Brazil,82,82,FC Barcelona,30000000.0,165000.0,CAM,https://cdn.sofifa.net/players/189/242/22_120.png
M. Götze,29,Germany,82,82,PSV,30000000.0,29000.0,CAM,https://cdn.sofifa.net/players/192/318/22_120.png
A. Lacazette,30,France,82,82,Arsenal,30000000.0,110000.0,ST,https://cdn.sofifa.net/players/193/301/22_120.png
Isco,29,Spain,82,82,Real Madrid CF,30000000.0,175000.0,CAM,https://cdn.sofifa.net/players/197/781/22_120.png
L. Muriel,30,Colombia,82,82,Atalanta,30000000.0,70000.0,ST,https://cdn.sofifa.net/players/199/110/22_120.png
Portu,29,Spain,82,82,Real Sociedad,30000000.0,51000.0,RW,https://cdn.sofifa.net/players/205/070/22_120.png
C. Eriksen,29,Denmark,82,82,Inter,29500000.0,120000.0,CM,https://cdn.sofifa.net/players/190/460/22_120.png
Juan Bernat,28,Spain,82,82,Paris Saint-Germain,27500000.0,90000.0,LB,https://cdn.sofifa.net/players/205/069/22_120.png
N. Tagliafico,28,Argentina,82,82,Ajax,27500000.0,24000.0,LB,https://cdn.sofifa.net/players/211/256/22_120.png
Alex Telles,28,Brazil,82,82,Manchester United,27500000.0,130000.0,LB,https://cdn.sofifa.net/players/212/462/22_120.png
Mário Fernandes,30,Russia,82,82,PFC CSKA Moscow,26500000.0,57000.0,RB,https://cdn.sofifa.net/players/193/525/22_120.png
M. de Roon,30,Netherlands,82,82,Atalanta,25500000.0,59000.0,CDM,https://cdn.sofifa.net/players/208/461/22_120.png
Josué Chiamulera,29,Brazil,82,82,Grêmio,25500000.0,41000.0,CB,https://cdn.sofifa.net/players/230/375/22_120.png
G. Bale,31,Wales,82,82,Real Madrid CF,25000000.0,170000.0,RM,https://cdn.sofifa.net/players/173/731/22_120.png
M. Pjanić,31,Bosnia and Herzegovina,82,82,Beşiktaş JK,25000000.0,155000.0,CM,https://cdn.sofifa.net/players/180/206/22_120.png
Gabriel Paulista,30,Brazil,82,82,Valencia CF,25000000.0,44000.0,CB,https://cdn.sofifa.net/players/201/305/22_120.png
L. Stindl,32,Germany,82,82,Borussia Mönchengladbach,24000000.0,41000.0,CAM,https://cdn.sofifa.net/players/187/072/22_120.png
Yuri Berchiche,31,Spain,82,82,Athletic Club de Bilbao,22000000.0,35000.0,LB,https://cdn.sofifa.net/players/183/512/22_120.png
I. Gueye,31,Senegal,82,82,Paris Saint-Germain,21500000.0,88000.0,CDM,https://cdn.sofifa.net/players/193/474/22_120.png
D. Blind,31,Netherlands,82,82,Ajax,21000000.0,23000.0,CB,https://cdn.sofifa.net/players/190/815/22_120.png
K. Trapp,30,Germany,82,82,Eintracht Frankfurt,20500000.0,31000.0,GK,https://cdn.sofifa.net/players/188/943/22_120.png
Y. Bounou,30,Morocco,82,82,Sevilla FC,20500000.0,29000.0,GK,https://cdn.sofifa.net/players/209/981/22_120.png
I. Rakitić,33,Croatia,82,82,Sevilla FC,18500000.0,39000.0,CM,https://cdn.sofifa.net/players/168/651/22_120.png
O. Baumann,31,Germany,82,82,TSG Hoffenheim,16000000.0,37000.0,GK,https://cdn.sofifa.net/players/193/698/22_120.png
Neto,31,Brazil,82,82,FC Barcelona,16000000.0,115000.0,GK,https://cdn.sofifa.net/players/194/404/22_120.png
É. Banega,33,Argentina,82,82,Al Shabab,15000000.0,46000.0,CDM,https://cdn.sofifa.net/players/178/562/22_120.png
Rui Patrício,33,Portugal,82,82,Roma,10000000.0,51000.0,GK,https://cdn.sofifa.net/players/178/005/22_120.png
Raphaelinho Anjos,33,Brazil,82,82,RB Bragantino,10000000.0,20000.0,GK,https://cdn.sofifa.net/players/230/168/22_120.png
Raúl Albiol,35,Spain,82,82,Villarreal CF,8000000.0,30000.0,CB,https://cdn.sofifa.net/players/157/481/22_120.png
Pepe,38,Portugal,82,82,FC Porto,5500000.0,14000.0,CB,https://cdn.sofifa.net/players/120/533/22_120.png
S. Sirigu,34,Italy,82,82,Genoa,5000000.0,20000.0,GK,https://cdn.sofifa.net/players/168/435/22_120.png
Ł. Fabiański,36,Poland,82,82,West Ham United,3400000.0,43000.0,GK,https://cdn.sofifa.net/players/164/835/22_120.png
Pedri,18,Spain,81,91,FC Barcelona,54000000.0,51000.0,CM,https://cdn.sofifa.net/players/251/854/22_120.png
D. Kulusevski,21,Sweden,81,89,Juventus,58000000.0,72000.0,RW,https://cdn.sofifa.net/players/247/394/22_120.png
M. Diaby,21,France,81,88,Bayer 04 Leverkusen,52500000.0,52000.0,LW,https://cdn.sofifa.net/players/241/852/22_120.png
Carlos Soler,24,Spain,81,88,Valencia CF,51500000.0,39000.0,CM,https://cdn.sofifa.net/players/234/153/22_120.png
Pedro Gonçalves,23,Portugal,81,88,Sporting CP,51500000.0,19000.0,RW,https://cdn.sofifa.net/players/240/950/22_120.png
E. Tapsoba,22,Burkina Faso,81,88,Bayer 04 Leverkusen,48500000.0,49000.0,CB,https://cdn.sofifa.net/players/247/263/22_120.png
Cucurella,22,Spain,81,87,Brighton & Hove Albion,41500000.0,63000.0,LM,https://cdn.sofifa.net/players/239/231/22_120.png
Gonçalo Guedes,24,Portugal,81,86,Valencia CF,39000000.0,39000.0,LM,https://cdn.sofifa.net/players/224/411/22_120.png
C. Nkunku,23,France,81,86,RB Leipzig,39000000.0,72000.0,CAM,https://cdn.sofifa.net/players/232/411/22_120.png
D. van de Beek,24,Netherlands,81,86,Manchester United,38500000.0,110000.0,CM,https://cdn.sofifa.net/players/221/363/22_120.png
Lucas Paquetá,23,Brazil,81,86,Olympique Lyonnais,38500000.0,65000.0,CM,https://cdn.sofifa.net/players/233/927/22_120.png
H. Aouar,23,France,81,86,Olympique Lyonnais,38500000.0,65000.0,CM,https://cdn.sofifa.net/players/234/906/22_120.png
L. Pellegrini,25,Italy,81,86,Roma,38000000.0,61000.0,CAM,https://cdn.sofifa.net/players/228/251/22_120.png
R. James,21,England,81,86,Chelsea,37000000.0,76000.0,RWB,https://cdn.sofifa.net/players/238/074/22_120.png
Renan Lodi,23,Brazil,81,86,Atlético de Madrid,36500000.0,49000.0,LB,https://cdn.sofifa.net/players/251/573/22_120.png
D. Calvert-Lewin,24,England,81,85,Everton,37500000.0,90000.0,ST,https://cdn.sofifa.net/players/221/479/22_120.png
J. Brandt,25,Germany,81,85,Borussia Dortmund,36000000.0,64000.0,CAM,https://cdn.sofifa.net/players/212/194/22_120.png
G. Lo Celso,25,Argentina,81,85,Tottenham Hotspur,35500000.0,95000.0,CM,https://cdn.sofifa.net/players/226/226/22_120.png
N. Mukiele,23,France,81,85,RB Leipzig,34500000.0,65000.0,RWB,https://cdn.sofifa.net/players/226/166/22_120.png
K. Laimer,24,Austria,81,85,RB Leipzig,33500000.0,65000.0,CDM,https://cdn.sofifa.net/players/225/375/22_120.png
K. Phillips,25,England,81,85,Leeds United,32500000.0,82000.0,CDM,https://cdn.sofifa.net/players/224/081/22_120.png
H. Barnes,23,England,81,84,Leicester City,35000000.0,95000.0,LM,https://cdn.sofifa.net/players/234/742/22_120.png
A. Martial,25,France,81,84,Manchester United,34500000.0,130000.0,ST,https://cdn.sofifa.net/players/211/300/22_120.png
J. Ward-Prowse,26,England,81,84,Southampton,33500000.0,69000.0,CM,https://cdn.sofifa.net/players/205/569/22_120.png
Reguilón,24,Spain,81,84,Tottenham Hotspur,32500000.0,79000.0,LB,https://cdn.sofifa.net/players/245/279/22_120.png
K. Zouma,26,France,81,84,West Ham United,30000000.0,75000.0,CB,https://cdn.sofifa.net/players/204/311/22_120.png
Álex Remiro,26,Spain,81,84,Real Sociedad,26000000.0,31000.0,GK,https://cdn.sofifa.net/players/227/127/22_120.png
Rui Silva,27,Portugal,81,84,Real Betis Balompié,25500000.0,24000.0,GK,https://cdn.sofifa.net/players/210/385/22_120.png
L. Paredes,27,Argentina,81,83,Paris Saint-Germain,28000000.0,81000.0,CDM,https://cdn.sofifa.net/players/207/439/22_120.png
Yeray,26,Spain,81,83,Athletic Club de Bilbao,28000000.0,33000.0,CB,https://cdn.sofifa.net/players/227/950/22_120.png
A. Cragno,27,Italy,81,83,Cagliari,23500000.0,32000.0,GK,https://cdn.sofifa.net/players/205/659/22_120.png
O. Vlachodimos,27,Greece,81,83,SL Benfica,23500000.0,14000.0,GK,https://cdn.sofifa.net/players/211/990/22_120.png
J. Musso,27,Argentina,81,83,Atalanta,23500000.0,44000.0,GK,https://cdn.sofifa.net/players/214/979/22_120.png
J. Correa,26,Argentina,81,82,Inter,31000000.0,76000.0,CF,https://cdn.sofifa.net/players/215/330/22_120.png
H. Lozano,25,Mexico,81,82,Napoli,31000000.0,77000.0,RW,https://cdn.sofifa.net/players/221/992/22_120.png
Otávio,26,Portugal,81,82,FC Porto,30500000.0,19000.0,LM,https://cdn.sofifa.net/players/210/411/22_120.png
N. Pépé,26,Côte d'Ivoire,81,82,Arsenal,30500000.0,95000.0,RM,https://cdn.sofifa.net/players/226/110/22_120.png
A. Milik,27,Poland,81,82,Olympique de Marseille,30000000.0,81000.0,ST,https://cdn.sofifa.net/players/205/175/22_120.png
A. Belotti,27,Italy,81,82,Torino F.C.,30000000.0,61000.0,ST,https://cdn.sofifa.net/players/208/596/22_120.png
A. Rabiot,26,France,81,82,Juventus,30000000.0,87000.0,CM,https://cdn.sofifa.net/players/210/008/22_120.png
Iñaki Williams,27,Spain,81,82,Athletic Club de Bilbao,30000000.0,39000.0,ST,https://cdn.sofifa.net/players/216/201/22_120.png
P. Zieliński,27,Poland,81,82,Napoli,29500000.0,74000.0,CM,https://cdn.sofifa.net/players/210/406/22_120.png
M. Arnold,27,Germany,81,82,VfL Wolfsburg,26500000.0,66000.0,CDM,https://cdn.sofifa.net/players/206/511/22_120.png
J. Tarkowski,28,England,81,82,Burnley,24500000.0,46000.0,CB,https://cdn.sofifa.net/players/202/695/22_120.png
W. Orban,28,Hungary,81,82,RB Leipzig,24500000.0,79000.0,CB,https://cdn.sofifa.net/players/204/638/22_120.png
D. Djené,29,Togo,81,82,Getafe CF,24000000.0,36000.0,CB,https://cdn.sofifa.net/players/217/940/22_120.png
David Soria,28,Spain,81,82,Getafe CF,20500000.0,30000.0,GK,https://cdn.sofifa.net/players/223/952/22_120.png
Paco Alcácer,27,Spain,81,81,Villarreal CF,28000000.0,45000.0,ST,https://cdn.sofifa.net/players/200/454/22_120.png
A. Januzaj,26,Belgium,81,81,Real Sociedad,28000000.0,45000.0,RW,https://cdn.sofifa.net/players/208/330/22_120.png
M. Politano,27,Italy,81,81,Napoli,27500000.0,74000.0,RM,https://cdn.sofifa.net/players/216/409/22_120.png
Welington Dano,21,Brazil,81,81,Clube Atlético Mineiro,27500000.0,31000.0,LB,https://cdn.sofifa.net/players/230/347/22_120.png
Rosberto Dourado,21,Brazil,81,81,Sport Club Corinthians Paulista,27000000.0,26000.0,CDM,https://cdn.sofifa.net/players/230/258/22_120.png
D. Ings,28,England,81,81,Aston Villa,26500000.0,90000.0,ST,https://cdn.sofifa.net/players/195/859/22_120.png
R. Malinovskyi,28,Ukraine,81,81,Atalanta,26500000.0,68000.0,CF,https://cdn.sofifa.net/players/231/969/22_120.png
Lucas Moura,28,Brazil,81,81,Tottenham Hotspur,26000000.0,105000.0,RM,https://cdn.sofifa.net/players/200/949/22_120.png
D. Machís,28,Venezuela,81,81,Granada CF,26000000.0,34000.0,LM,https://cdn.sofifa.net/players/210/463/22_120.png
A. Delort,29,Algeria,81,81,OGC Nice,25500000.0,49000.0,ST,https://cdn.sofifa.net/players/193/983/22_120.png
J. Rodríguez,29,Colombia,81,81,Everton,25500000.0,105000.0,RW,https://cdn.sofifa.net/players/198/710/22_120.png
S. Berghuis,29,Netherlands,81,81,Ajax,25500000.0,26000.0,RW,https://cdn.sofifa.net/players/200/260/22_120.png
E. Forsberg,29,Sweden,81,81,RB Leipzig,25500000.0,87000.0,CAM,https://cdn.sofifa.net/players/208/448/22_120.png
Louri Beretta,29,Brazil,81,81,RB Bragantino,25500000.0,28000.0,ST,https://cdn.sofifa.net/players/230/294/22_120.png
Oswaldinato,29,Brazil,81,81,Flamengo,25500000.0,56000.0,ST,https://cdn.sofifa.net/players/230/430/22_120.png
Lucas Vázquez,30,Spain,81,81,Real Madrid CF,25000000.0,170000.0,RW,https://cdn.sofifa.net/players/208/618/22_120.png
H. Hateboer,27,Netherlands,81,81,Atalanta,25000000.0,55000.0,RWB,https://cdn.sofifa.net/players/220/093/22_120.png
Juiano Mestres,25,Brazil,81,81,Clube Atlético Mineiro,25000000.0,41000.0,CB,https://cdn.sofifa.net/players/230/225/22_120.png
M. Lazzari,27,Italy,81,81,Lazio,25000000.0,64000.0,RWB,https://cdn.sofifa.net/players/235/374/22_120.png
K. Kampl,30,Slovenia,81,81,RB Leipzig,24500000.0,83000.0,CM,https://cdn.sofifa.net/players/195/365/22_120.png
Danilo,29,Brazil,81,81,Juventus,22500000.0,83000.0,RB,https://cdn.sofifa.net/players/199/304/22_120.png
Sergi Roberto,29,Spain,81,81,FC Barcelona,22500000.0,140000.0,RB,https://cdn.sofifa.net/players/199/564/22_120.png
Fred,28,Brazil,81,81,Manchester United,22500000.0,120000.0,CDM,https://cdn.sofifa.net/players/209/297/22_120.png
Adryan Zonta,29,Brazil,81,81,RB Bragantino,22500000.0,24000.0,LWB,https://cdn.sofifa.net/players/230/256/22_120.png
T. Delaney,29,Denmark,81,81,Sevilla FC,22000000.0,34000.0,CDM,https://cdn.sofifa.net/players/193/283/22_120.png
Danilo Pereira,29,Portugal,81,81,Paris Saint-Germain,22000000.0,85000.0,CDM,https://cdn.sofifa.net/players/200/888/22_120.png
A. Florenzi,30,Italy,81,81,AC Milan,22000000.0,58000.0,RB,https://cdn.sofifa.net/players/203/551/22_120.png
B. André,30,France,81,81,LOSC Lille,21500000.0,43000.0,CDM,https://cdn.sofifa.net/players/190/674/22_120.png
Jonathan Viera,31,Spain,81,81,Unión Deportiva Las Palmas,21500000.0,15000.0,CAM,https://cdn.sofifa.net/players/198/164/22_120.png
E. Višća,31,Bosnia and Herzegovina,81,81,İstanbul Başakşehir FK,21500000.0,50000.0,RM,https://cdn.sofifa.net/players/205/678/22_120.png
H. Herrera,31,Mexico,81,81,Atlético de Madrid,21000000.0,63000.0,CM,https://cdn.sofifa.net/players/156/519/22_120.png
M. Arnautović,32,Austria,81,81,Bologna,21000000.0,48000.0,ST,https://cdn.sofifa.net/players/184/200/22_120.png
Pizzi,31,Portugal,81,81,SL Benfica,21000000.0,19000.0,CM,https://cdn.sofifa.net/players/197/965/22_120.png
Iñigo Martínez,30,Spain,81,81,Athletic Club de Bilbao,21000000.0,33000.0,CB,https://cdn.sofifa.net/players/204/525/22_120.png
I. Perišić,32,Croatia,81,81,Inter,20500000.0,105000.0,LM,https://cdn.sofifa.net/players/181/458/22_120.png
Nacho Fernández,31,Spain,81,81,Real Madrid CF,17500000.0,140000.0,CB,https://cdn.sofifa.net/players/200/724/22_120.png
Aitor,30,Spain,81,81,Levante Unión Deportiva,17000000.0,28000.0,GK,https://cdn.sofifa.net/players/193/314/22_120.png
G. Higuaín,33,Argentina,81,81,Inter Miami CF,16500000.0,14000.0,ST,https://cdn.sofifa.net/players/167/664/22_120.png
M. Kruse,33,Germany,81,81,1. FC Union Berlin,16500000.0,45000.0,CF,https://cdn.sofifa.net/players/183/574/22_120.png
Morales,33,Spain,81,81,Levante Unión Deportiva,16500000.0,41000.0,ST,https://cdn.sofifa.net/players/216/475/22_120.png
Marlos,33,Ukraine,81,81,Shakhtar Donetsk,16000000.0,2000.0,CAM,https://cdn.sofifa.net/players/187/754/22_120.png
J. Cillessen,32,Netherlands,81,81,Valencia CF,13000000.0,33000.0,GK,https://cdn.sofifa.net/players/199/987/22_120.png
T. Vaclík,32,Czech Republic,81,81,Olympiacos CFP,13000000.0,2000.0,GK,https://cdn.sofifa.net/players/204/120/22_120.png
M. Dúbravka,32,Slovakia,81,81,Newcastle United,13000000.0,40000.0,GK,https://cdn.sofifa.net/players/220/407/22_120.png
N. Otamendi,33,Argentina,81,81,SL Benfica,12500000.0,18000.0,CB,https://cdn.sofifa.net/players/192/366/22_120.png
Nani,34,Portugal,81,81,Orlando City Soccer Club,12000000.0,14000.0,LW,https://cdn.sofifa.net/players/139/068/22_120.png
A. Vidal,34,Chile,81,81,Inter,12000000.0,105000.0,CM,https://cdn.sofifa.net/players/181/872/22_120.png
B. Yılmaz,35,Turkey,81,81,LOSC Lille,11000000.0,39000.0,ST,https://cdn.sofifa.net/players/124/375/22_120.png
A. Gignac,35,France,81,81,Tigres U.A.N.L.,11000000.0,50000.0,ST,https://cdn.sofifa.net/players/153/244/22_120.png
Lucas Leiva,34,Brazil,81,81,Lazio,9000000.0,64000.0,CDM,https://cdn.sofifa.net/players/176/266/22_120.png
Joaquín,39,Spain,81,81,Real Betis Balompié,8500000.0,23000.0,RM,https://cdn.sofifa.net/players/045/186/22_120.png
J. Vertonghen,34,Belgium,81,81,SL Benfica,8500000.0,18000.0,CB,https://cdn.sofifa.net/players/172/871/22_120.png
A. Marchesín,33,Argentina,81,81,FC Porto,8500000.0,14000.0,GK,https://cdn.sofifa.net/players/201/095/22_120.png
José Fonte,37,Portugal,81,81,LOSC Lille,4600000.0,30000.0,CB,https://cdn.sofifa.net/players/171/791/22_120.png
A. Consigli,34,Italy,81,81,U.S. Sassuolo Calcio,4400000.0,32000.0,GK,https://cdn.sofifa.net/players/163/489/22_120.png
Adán,34,Spain,81,81,Sporting CP,4400000.0,14000.0,GK,https://cdn.sofifa.net/players/178/086/22_120.png
S. Mandanda,36,France,81,81,Olympique de Marseille,2900000.0,24000.0,GK,https://cdn.sofifa.net/players/163/705/22_120.png
Vinícius Jr.,20,Brazil,80,90,Real Madrid CF,46500000.0,120000.0,LW,https://cdn.sofifa.net/players/238/794/22_120.png
A. Bastoni,22,Italy,80,89,Inter,44500000.0,77000.0,CB,https://cdn.sofifa.net/players/237/383/22_120.png
B. Saka,19,England,80,88,Arsenal,45500000.0,50000.0,RM,https://cdn.sofifa.net/players/246/669/22_120.png
V. Osimhen,22,Nigeria,80,87,Napoli,43000000.0,66000.0,ST,https://cdn.sofifa.net/players/232/293/22_120.png
Pedro Porro,21,Spain,80,87,Sporting CP,40500000.0,80000.0,RWB,https://cdn.sofifa.net/players/243/576/22_120.png
D. Henderson,24,England,80,87,Manchester United,36000000.0,70000.0,GK,https://cdn.sofifa.net/players/233/306/22_120.png
